date,review,rating,title
2026-05-12,"Their AI gets soooooooooooo salty and borderline verbally abusive when they run your card and there is no money in your account. It’s almost as if they’re listening to everything you say if you have their app installed on your computer! So weird right?? Not invasive or like a violation of basic human rights or anything over $10. Just a super weird coincidence I guess! A lot of those been happening lately. I’m probably just imagining it though. Probably crazy. Who knows! But it really does seem like these companies are getting away with humancentipading away basic human privacy rights and protections. The funniest thing about it is I never gave them permission to access my computer or phones microphones and I am sure thats against a california privacy law. Idk I’m not a lawyer, I just have several in my family.",3,Hella funny
2026-05-12,Spotify has the best sounding tracks and the was its lossless audio is is just the best hands up,5,Amazing
2026-05-12,can i pleaseee have premium for free pleaseee im ur #1 fan!,5,hello
2026-05-12,"Can’t make it stop. It automatically connects to everything, even though I’ve paused music. It just starts when it wants. It’s annoying",1,Doesn’t stop
2026-05-12,Me encanta,5,Me encanta
2026-05-12,"Podcast are loading very slowly, sometimes not at all. I have deleted and redownloaded the app still no help…",4,Podcast
2026-05-12,"I love this Spotify music. My favorite song is industry, baby.",5,Spotify
2026-05-12,You don’t really discover new music.. you just listen to the same exact things 6 times then maybe get a new song,2,Repeat
2026-05-12,Do something about the ads. Likee I might have to switch to Apple Music at this point.. Better music options as well along with prices.,2,Ads
2026-05-12,Only 15h of audio books unless you pay more otherwise offline music is great,3,Only 15h of audiobooks
2026-05-12,Just the Best,4,Spotify
2026-05-12,"Ever since Spotify decided to add even more AI to the platform the app hardly works. I’m unable to view podcasts or most of my song library because it takes an incredibly long time for the screen to buffer, despite me having selected lower media quality levels and having my library downloaded. The app struggles to be functional now, which is way more important to me than having built in AI to make subpar playlists. If having new tools means sacrificing the functionality of the very basics of the app (playing music) then there’s no use for the app at all. Will be looking to switch streaming platforms after 10+ years of only using Spotify.",1,Ruined with AI
2026-05-12,I thought no more Ads,3,Individual Sub
2026-05-12,Commercials are awful,1,Commercials are awful
2026-05-12,UI needs a lot of improvement,4,UI is bad
2026-05-12,I enjoy being able to open the app and hear my favorite music,5,Convenient
2026-05-12,100=100,5,100
2026-05-12,"I love the app, use it daily, but definitely could use some
Improvements",4,My opinion
2026-05-12,Go watch cars ts is peak,5,Blegh
2026-05-12,"Jams need work, far too often I find myself out of sync with other members.",4,Almost perfect
2026-05-12,"Great app and service you provide, keep up the great work!",5,Great
2026-05-12,The moment you force an upgrade or require me to upgrade my ios to support your app is the moment you truly don’t care about your consumers bc I shouldn’t be required to update my phone to listen to music I pay for. Subscriptions are death! And Spotify is republican leaning pro maga pro ice DELETE THIS APP,1,Upgrades are Stupid
2026-05-12,Please make it easy for us to upload our songs,5,Uploading Songs !
2026-05-12,"The easy Sharing to other SM, the fun segue options/EQ too + toss it to any Bluetooth - I just prefer Spotify, always have.  Good STUFF.",5,Best Music Option
2026-05-11,电视可以免费使用，都还是无损的音质，真的非常良心。,5,声破天真良心
2026-05-11,Best ever,5,Best
2026-05-11,En tant que professionnel dans l’animation micro c’est une super alternative pour moi quand j’ai pas de technicien avec moi. Créé des playlists ou utiliser celles qui existent et surtout l’option mix qui me permet d’avoir les données de chaque morceau et de définir l’enchaînement des morceaux.,5,Avis de pro
2026-05-11,Топ,5,Топ 1
2026-05-11,It’s good until you can’t skip and starts playing random songs that you didn’t pick because it wants you to buy a trial.,2,Not for me
2026-05-11,song,5,album
2026-05-11,Very good except the advertisement,5,Text
2026-05-11,Hayatım bununla geçti favori uygulamam iyiki var,5,.
2026-05-11,Do,5,Fav
2026-05-11,ཡག པོ འདུག,5,ཆོས་ཁྲིད
2026-05-11,Best I’ve had so far,5,Great
2026-05-11,I love this song it’s my favorite,5,Hmmm by Hott Headzz
2026-05-11,It doesn’t even let me play my playlist without premium or even individual songs so it’s so very annoying,1,Used to be good now it sucks
2026-05-11,Always consistent; great organic-learning flows. It’s delightful to use,5,Delightful
2026-05-11,"Aside from the occasional four adds in a row, I love it. I live for music so five stars!!",5,Peak experience bro
2026-05-11,i’m trying to text my friend and jt just constantly says “message not delivered” and i try again and it doesn’t work for hours on end.,1,messages
2026-05-11,If you download this app and you are expecting to get a good experience you got to pay up because you don’t have a ounce of free will on this app anymore unless you pay for premium. You can’t even pick your own songs without it begging for you to buy premium. It genuinely makes you like a slave unless you got the money to give them a paycheck.,1,You are a slave unless you pay cash
2026-05-11,I can listen to kpop!!,5,Spotify
2026-05-11,Una app súper buena lo único que no me gusta son los anuncios,5,Muy buena app 🫰🏻
2026-05-11,as a person who uses music as a getaway from my thoughts Spotify is 100% the best choice,5,I LOVE THIS APP
2026-05-11,I used to love my Spotify Discover Weekly. Now all Spotify suggests to me is AI trash. I’m lucky if 5 songs on my Discover Weekly are made by humans. No option to filter it out. Might be worth looking into a different music service if this continues. It’s disappointing.,1,All AI Suggestions Now
2026-05-11,"Compared to Tidal, the sound quality is absolute trash. The mid level quality setting on Tidal sounds better than the supposed “lossless” setting on Spotify. I only needed it Spotify for a class so I’m cancelling it before my subscription is up but wow, I can’t believe it’s so putrid.",1,“Lossless” sounds like hot garbage
2026-05-11,Love the music recommend you try queen and don’t stop me now,5,I love music
2026-05-11,I like music 10=10,5,Music
2026-05-11,i love spotify so much,5,very good
2026-05-11,Just very good.,5,Very good
2026-05-11,Awesome song!!!!!,5,Save me
2026-05-11,Way too many ads I hate it it's so annoying like I keep letting. Facebook ads and I hate Facebook and I will never use it lol these are useless ads,1,Too many ads
2026-05-11,I Love Spotify. I can listen to all genres of music. I am exited when Spotify brings me new songs and artists I have never experienced before. It is like a newly discovered present found in the back of the Christmas tree - Excitement!,5,I Love Spotify
2026-05-11,I love you Guys App,5,I love you guys app
2026-05-11,It’s the best it keeps getting better. I love it. I listen to it so much.,5,For life
2026-05-11,Great,5,Good
2026-05-11,Whenever I’m at Home or work Spotify always makes the tasks easier with the Spotify delivery of entertainment.💃🕺👯,5,I’m loving this music App more and more everyday.
2026-05-11,spotify is goated for leaks and unreleased music but apple musics continuous playing just mogs spotifys,1,apple music mogs
2026-05-11,Spotify is the best. Like you can literally go on ibispaint and draw while listening to music and it has like every song on earth. I love spotify!,5,Spotify
2026-05-11,Why do you constantly change the ui. Now for whatever reason you can add duplicate songs without it saying that it’s already in the playlist,3,Unnecessary Stuff
2026-05-11,chefs kiss mwah,5,skyuhhh
2026-05-11,Highly recommended,5,Would always use
2026-05-11,Why does shuffle kick in when I don’t have shuffle on? It switches over to shuffle when I close out the app and re-open even when I don’t have shuffle selected. Hate that. Thinking of switching to Apple Music,2,Shuffle
2026-05-11,It’s cool and all but it plays like 5 adds every two minutes and you get a limited amount of times you can pick your own song. It used to give the user more freedom but not anymore.,3,Its aight
2026-05-11,A bit of ads but lot loads of them and has every song that I know maybe you to you should try it!,5,Good
2026-05-11,"Greedy money hungry Chud sub 3 losers, using the money they steal from premium users to make up for the fact they’re all losers, the money they make from ads alone could feed a underdeveloped nation but they probably use it to buy height boosters and OF subscriptions",1,Sucks
2026-05-11,"I enjoy Spotify a lot 88 years old. Let me on Social Security and can’t afford to pay, but it’s really they’ve treated me good and I enjoyed the music very much.",5,Memories
2026-05-11,Like,5,Love it
2026-05-11,"Amazing music platform. Best in every way and is perfect for everything!!! A few minor suggestions, make it so you can add albums to files. Small thing but it’d be nice. Anyway Spotify!!!!",5,Tough Music Playform
2026-05-11,It’s a really good app to listen to your favorite hits and musicians songs this app is great if you enjoy music but it does have ads so don’t get your hopes up ty Spotify,5,Good
2026-05-11,This is the best music app I’ve had! So many options free music (with adds) I just wish that there were no adds but you can buy Spotify plus!,4,Review
2026-05-11,It’s better than apple youtube and any other ones you can fined I love it it has such a big range of music and it’s so good,5,The best music app
2026-05-11,"I love Spotify as much as the next guy and what I’ve been really excited to get for Spotify, is lossless audio. However, if you download way too many songs in lossless quality, it essentially eats your entire phone’s storage. So like any rational person, I downgraded the quality of my downloads to very high, but thought since I’m 99% of the time listening to music through WiFi or cellular data, that I could turn that to Lossless and would get that quality. Unfortunately, Spotify doesn’t work that way. So any song that I like enough to download to my phone, even if I’m connected to the internet and should have Lossless audio for it, is instead placed in Very High quality which is kind of frustrating. Just because I would like to listen to my favorite songs in Lossless, but also would like to have access to them in a slightly lesser quality in case I’m not connected to the internet without it eating my phones entire storage.",4,Download quality is prioritized over best possible quality at any given moment
2026-05-11,1 star,1,I wanna play my fav music : (
2026-05-11,es lo mejor q me paso en la vida. att: t amo myke towers,5,t amo
2026-05-11,It has Kendrick,5,Hi
2026-05-11,"MUSIC QUALITY 10/10, SUPPORT AND HELP 10/10, DATA 10/10",5,BEST APP
2026-05-11,"It has all of my favorite songs plus songs from Tv shows, Cartoons, YouTube Videos, and has playlists of the same artists,  it also gives recommended songs, you can search your favorite music up and listen to it on repeat! 🫶 YOU CAN MAKE YOUR OWN PLAYLIST OF YOUR STYLE OF MUSIC.🤩🎵",5,Omg soo good ✨✨
2026-05-11,"Spotify is so helpful for me, as I love listening to music. It gives you so much suggestions for different songs, and will pick out your style of songs if you share you favorite type of music. Use Spotify. You will love it. 😊",5,I Love Spotify!
2026-05-11,Solo que no tenga anucio visca barça aunque muy poco,5,Buena
2026-05-11,Music is great but ads are annoying. I don’t want to pay for premium to not have ads.,3,Eh
2026-05-11,W,5,W
2026-05-11,I spend most of my day’s listening to music and every song that is in my head it there! Every type of music you like it’s there! 😁. Podcasts ✅ Audiobook✅ (Some of them you have to pay) And no adds ( Only Podcasts) Best thing ever!,5,Awesome I could never live without it!!!!!!!
2026-05-11,"Spotify is rising the cost but providing less service 
They claim that in the family plan everyone has prime but only one has access to free audiobooks",2,More money for less service
2026-05-11,love this app wish u can get offline music,5,love it
2026-05-11,okay i think it’d be cool if we could control what our home page has on it….like being able to customize the home page??,5,Requestsssss
2026-05-11,Tuff and chill,5,Tuff
2026-05-11,Lots of good songs but you just need to find a song that speaks to you,5,Good app
2026-05-11,LOVE IT SO MUCH you can listen to katseye and DONT YOU SAY THAT KATSEYE IS. TGE WORST CAUSE EIT IS NOT YOU HAVE RLLY BAD TASTE IF YOU DONT LIKE IT but overall I really like Spotify,4,Spotify
2026-05-11,I have Spotify premium,5,So good
2026-05-11,PLEASE MAKE IT SO I CAN SEARCH UP WHOEVER I WANT AND IT WILL ON MESSAGING AND I CAN PICK WHOEVER I WANT WITH NO SUGGESTIONS,4,Messaging NEEDS to be fixed
2026-05-11,Spotify is soooo good but a little too many advertisements,5,Shrek will eat your toes
2026-05-11,"I love this app and use it everyday for music, but recently I’ve been getting three whole minutes worth of ads after ONE song which is outrageous, it’s not gonna make anyone want to buy anything, it’s just gonna turn them away from the app.",4,Ads
2026-05-11,I WISHHH there was NO adssssuhhhh,4,Ads
2026-05-11,This app has straight up peak man. W MASAYOSHI TAKANAKA,5,Pretty great
2026-05-11,Spotify dont hit da spot nomo 😔,1,Sad
2026-05-11,Loving everything about Spotify,5,Awesome
2026-05-11,There is really nothing to say I love Spotify,5,Spotify lover
2026-05-11,overall it’s like a 3.5,3,I love this app but the ads are kinda pmo but I don’t mind
2026-05-11,"The ads, the 6 skips per hour, it’s just overdose! They’re robbing you, and then expect us to pay for premium!! They absolutely ruined the free version, not letting us choose the song, and can’t even let us go back. I’m switching! I prefer that the reader does as well.",1,They ruined the free version
2026-05-11,Spotify i literally love you so much like what the heck i use you like every second of my day  music is everything brooo,5,Loml
2026-05-11,Love that i can make playlists but the amount of things i CANT do until I buy premium is sad.i feel like there are some i should have without having to pay,2,Like but feel like can improve
2026-05-11,"Yo spotify is sooo good, you can listen to songs even when your phones off! That is really why i love spotify",5,Yo
2026-05-11,"I love this app. You can listen to whatever song you want, and even if you shut off your phone, it will still play. Thank you so much, Spotify. 💕❤️🎀🔥🤏👍",5,LOVE
2026-05-11,It was really good for about 2 weeks and then it just got frustrating because of all the adds and the ban on skips and shuffle.,2,Good for a little
2026-05-11,"Love this content , so excited for you Tristin !",5,Coffee & Chat
2026-05-11,Es muy buena aplicación pero   No me deja poner música mientras juego,4,Bueno pero no tanto
2026-05-11,the app was really good before the update now it’s super slow and it freezes and the split screen is so awkward,2,bad update
2026-05-11,I love all the music that’s in here I love it so much I Kirsten to it a lot!,5,Music
2026-05-11,"Spotify is the best trust me see for yourself and Spotify can u pls make
It where u can undo shuffle",5,It’s best music app
2026-05-11,Very pleasing. Lets you explore what you can listen to recommendations based on what you love👍❤️,5,Spotify
2026-05-11,"Number one you have to PAY MONEY to choose what songs to play, and Spotify has gotten so greedy to the point they’ve made the app unusable for people who don’t wanna pay money to listen to goddamn music. I am so sick of this all.",1,Terrible!
2026-05-11,Stop raising your prices every year.,5,Great could be better
2026-05-11,If there is no ads this app is goated,5,Ads
2026-05-11,I feel like paying for full access is overdue and a lot to ask for when people just want to listen to music and this is a fair point everyone thinks about,3,Just keep it free man
2026-05-11,"An amazing app please download but you have to pay monthly for Premium if you want it

I was lowkey too lazy to type anything else and that just came up so yeah",5,Has all my music
2026-05-11,So goooooooood love music,5,Really good
2026-05-11,Music just hit different on Spotify it’s a lot of ads tho like one every song,5,It’s great
2026-05-11,I downloaded Spotify just to find out there is a limit of how many songs you can skip. (6 btw??) very unfair money hungry app.,1,Why is there a limit of skips?
2026-05-11,i had a few of my favorite songs i listened too everyday and a lot of my friends seen it was removed and were also very upset. put them back,1,removed music
2026-05-11,Great app,5,Good review
2026-05-11,"When i got the app and used my email the songs i year were just not working, please work this out.",1,Why doesn’t it work?!?
2026-05-11,literally my most used app if I’m not listening to music then I’m either dead asleep or just dead,5,LOVE 🎧🎧🎸🎸🎸
2026-05-11,One of my favorite apps,5,Good
2026-05-11,For two years I loved Spotify but then it won’t let me play any songs. It keeps on loading can you fix it please?🙏🏼🙏🏼😢,4,What happened
2026-05-11,Download now you can listen to any song for comfort leave free with barley any adds,5,DOWNLOAD NOW
2026-05-11,Spotify helped me find myself by reading all of these good songs! So I want to say thank you Spotify!!!,5,Good
2026-05-11,"music yay














i spot the fy",5,yay
2026-05-11,"Five stars but if you wanna make it better, don’t make so many ads cause it’s annoying me and everyone else but I’ll give you a five star of music incredible",5,Spotify
2026-05-11,It’s great singing,5,I love songs
2026-05-11,It glitches on my iPad sometimes,4,None
2026-05-11,"I like it bcuz I get to listen to it with my phone off and it shows vids sometimes if I look,but it doesn’t let my choose a song after a while",5,Ma rating
2026-05-11,"Super good app obv, but I’m broke and it’s not that good if you can’t afford premium. It takes 5 billion years before it actually plays the song you wanna listen to",3,Lowkey sus
2026-05-11,I love Spotify but I wish I could have more skips it’s a wonderful app tho,5,Spotify
2026-05-11,Spotify is da goat,5,Goatify
2026-05-11,I LITERALLY LOVE SPOTIFY SO MUCH IDK WHAT I WOULD DO WITHOUT IT (ik theres other music apps) but spotify is so goated u should get it btw im not tryna advertise it but like u should rly get it🫪🫶🏼,5,I LIVE FOR SPOTIFY
2026-05-11,"Spotify has done an amazing job creating customized content for listeners, however, there are more times than desired in which I am not able to find something that sounds completely new. The algorithm sticks me with something that has the same rhythm, theme or mood.",3,Over Customized
2026-05-11,"I’ve been a member for 2 years, could not be happier about Spotify: everything I need or desire in music and Podcasts",5,Why I’m so damn happy
2026-05-11,I dont like that i dont have premium #broke and the ads are long asf,4,Love it
2026-05-11,I LOVE IT I LOVE ITT,5,I LOVE THE MUISC!!!
2026-05-11,Best music app ever,5,From Michael
2026-05-11,Reliable for when in need of music,5,Nice
2026-05-11,I hate ads also stop false advertising for free premium and then charging me,3,Adsss
2026-05-11,Please don’t make us watch so many ads.,5,Add
2026-05-11,it’s a great app to listen to music easy to use and it’s free use is actually really nice i js wish there wasn’t that many ads,3,TOOO MANY ADSSS
2026-05-11,"I spend tens of hours on Spotify weekly, with nearly every hour at work as well as many hours over weekends, with the latest music and podcasts. The audiobooks are slept on (I know I don’t use them as much as I should). Spotify, what would I do without you?",5,Soundtrack of my life
2026-05-11,BLUETOOTH IN CAR IS ALWAYS MUFFLED NOW UGGGGH SWITCHING TO APPLE,1,Awful
2026-05-11,Spotify is really good but I would like it if there were less ads especially since I don’t got premium. Overall I do recommend!! 👍👍,4,Review
2026-05-11,The AI tries to show you what it thinks you want to hear but it’s literally ruining the platform compared to what it used to be. And it’s not just the DJ it’s obvious that AI controls the whole feed.,2,AI ruining Spotify
2026-05-11,"I goon to my music, not asmr just music, hard rock for fast, pop for medium, and lofi for slow
I bet you don’t goon to your music like a real fan",5,Makes me horny
2026-05-11,"Spotify is a great app for music and the way it seamlessly connects to my computer app or any other device I also use Spotify on. 

What I could without is the short videos trying to be like TikTok. Or the ridiculous YouTube era thumbnails on video podcast episodes. If I wanted this on my MUSIC app, I would go to YouTube. Stick to the music. It’s what made Spotify great in the first place.",3,This is not YouTube
2026-05-11,A must have…,5,Best music app
2026-05-11,No premium? Your done buddy.,1,Spotify treats u like a Jew in ww2
2026-05-11,"Now Spotify is pushing everything beyond music, it’s very disappointing",1,It’s no longer about music
2026-05-11,I love it I can turn off my phone and it keeps playing I definitely recommend this app🥹🥹,5,Music
2026-05-11,"Music randomly stops playing, I press play, after a few seconds it pauses again. Been happening for months now.",1,Music stops playing
2026-05-11,Too many ads and questionable  political association!,2,Ads
2026-05-11,So good espeicially nirvana but i dont like that adds but it is good,4,Good
2026-05-11,"Un millón de felicitaciones para la persona que selecciona la música de blues en español… verdaderamente está haciendo una enorme labor… escucho música casi 24/7 y no cabe duda que son los mejores en música mundialmente, Bendiciones para todos… súper agradecido por esta hermosa aplicación ❤️",5,Aplicación
2026-05-11,Spotify is fun to listen to and I love listening to it and making playlists,4,My opinion
2026-05-11,Uwu kitten:3,5,Cool
2026-05-11,I really love spotify in all it is a great app but it has way too many adds i try to watch podcasts and when im 10 seconds into the video i already got three adds there are about 32 adds every 10 minute video.,5,To much adds
2026-05-11,Daniela,5,Sanchez
2026-05-11,"Spotify me ha brindando muchas herramientas. No solo puedo escuchar música sino también audio libros, podcast, estudiar inglés y un sin fin de cosas que está app brinda",5,Excelente
2026-05-11,Enjoying the spectacular sounds of my favorite songs,5,Excellent sound
2026-05-11,It’s so nice there are no ads and you can skip and go to the last song,5,Eliza review
2026-05-11,I am mad that it takes so long to download,5,Look
2026-05-11,It is amazing i love all the music they they have to offer,5,Hi
2026-05-11,"It’s absurd, you have to pay to listen to individual songs now, even if they’re in a playlist you can’t pick which one you want to listen to first. TERRIBLE",1,Premium
2026-05-11,You guys suck. Thee worst music streaming app ive ever used. Might as well do what apple music does and not allow ppl without money to not use the app but u give 3-4 ads after 1 song. I hate you guys with a passion and hope you guys go bankrupt.,1,The Truth abt spotify
2026-05-11,I just wish the app was a different color. Like I could change it. I already pay a premium,5,SPIDER FLY
2026-05-11,The prices are too high!,3,Price
2026-05-11,"There are too many adds and instead of sticking to the album I pick, it immediately switches it to “albums like this one” when really they are nothing like the one I want to listen to.",3,Jenna is iffy about this app.
2026-05-11,I’ve had many music devices and platforms and by FAR Spotify has been THEE best! With the growing library of podcasts and audiobooks and ever expanding library of music - this can not be beat! And it just keeps getting better. ❤️,5,Looove Spotify!!
2026-05-11,Make the add breaks less long. It sucks!!!!,3,LESS ADS PLS
2026-05-11,Smokes Apple Music,5,Fire
2026-05-11,Please don’t stop the good!!!,5,Awesome!
2026-05-11,"I love Spotify sm, but whenever I try to find the lyrics of a song on my iPad, they vanish :// sometimes it works in portrait orientation, but not if I was landscape first, which I usually am. :p it only started after the recent update with the new Split View layout (which is honestly less convenient to be honest eek I know yall tried so hard tho)",4,the new view is a little buggy on iPad :/
2026-05-11,Love this app,5,Spotify
2026-05-11,"idek, free chief keef",5,ts don’t pmo fr gng ima keep it a kirk
2026-05-11,Spotify continues to play songs that are not on my playlist,1,Wrong songs
2026-05-11,I can’t even count how many times a podcast will just completely start over in the middle of an episode for no apparent reason. Happens literally every time and it’s so irritating. Also the shuffle for Spotify when you’re listening to music is terrible it always cycles through the same songs,1,This app does not work properly on iOS.
2026-05-11,There are like four adds in between each song and I’ve had it for more than a year,5,I love it but I wish there were less adds!
2026-05-11,The most amazing music platform I have ever seen,5,Spotify
2026-05-11,It’s a good music resource,5,Why i love spotify
2026-05-11,W update makes free better able to pick some songs,5,New update
2026-05-11,I think it’s ridiculous that all you ever want is money like come on why can’t you make money off a different thing instead of always trying too make us pay for music it’s stupid in my opinion money hungry mfs I can’t even enjoy music anymore because of this app,3,?
2026-05-11,I personally like Spotify more than any other music app. This is because ion get an ad after every 4 songs,5,Spotify
2026-05-11,.,5,Dj make me laugh ;)
2026-05-11,Love it  great content,5,Save  my life
2026-05-11,I just want my music ngl,3,Ads
2026-05-11,Were it not for Spotify I could not walk on the treadmill for an hour. Thanks . Improving my health and mental wellbeing,5,Exercise music
2026-05-11,What better than Spotify to have any music any genre any time at your fingertips. Can’t believe I had to go to record stores to buy vinyl when I was in high school. And if you didn’t like what you bought... too bad. This is so easy!,5,Spotify = Happy time
2026-05-11,It is terrible if you trying to run it offline. It no longer works. Constantly wants me to check in and hardly any songs even work. They start for 5 secs and it says I am offline even if I am connected to WiFi. It is more frustrating than enjoyable and it won’t be long before I just cancel because it no longer works the way I want it to,1,A piece of phone trash if offline
2026-05-11,No puedo escuchar la música ay algún problema,1,Of
2026-05-11,"Spotify priorities money over quality. You’ll have 3-4 30 second ads every 2 songs and there’s no point of using this unless you like your music to me shuffled (most of them being in recommended, not your actual playlist!! 😭) Spotify is truly just a greedy company, and there are better music apps than this.",1,Just Terrible.
2026-05-11,"bro I’m ascending the fade out when I pause is so smooth and the cross fade is so good to my ears, give the best transitions I ever heard 🐍",5,PEAK
2026-05-11,Literally the best listening app,5,The best
2026-05-11,App is cool mostly. Prices could go down a bit. Some features are just not needed. But they have all kinds of music to pick from it’s always currant.,5,My thoughts
2026-05-11,All of the songs I wanted to have EVERY DAY happened and now I just feel amazing. I love Spotify 😁,5,AMASING SONGS
2026-05-11,"The app is decent, has a huge variety of music. But the shuffle function is so broken. I have a 90 hour playlist and I’ll hear the same song 3 times in not even 8 hours and even when shuffle is turned off it still shuffles the playlist",2,Shuffle is broken
2026-05-11,I love the songs,5,Songs
2026-05-11,Always great music in what ever genre I choose!,4,Awesome music!
2026-05-11,"I understand ads are necessary for the free tier, but doubling the volume for commercials compared to the music is crossing the line. It feels less like an advertisement and more like a punishment for not upgrading.",2,Commercial volume
2026-05-11,This is a great app but too many adds in my opinion but at least they keep it free,5,Great app
2026-05-11,"In a sea of mediocrity Hidden Brain soars above the others.  Smart, introspective and heartwarming",5,Yesyesyes
2026-05-11,This is the best music app. Though it has adds it also has videos podcasts and most of all music!!,5,Best app ever!!
2026-05-11,A lot better than Amazon Music (tho most things are) only problem is sometimes i go through a add session in a podcast then 2 seconds later it happens again (u can skip tho),5,Lovely
2026-05-11,Base with no premium isnt the best but is the best option with premium.,5,Just good
2026-05-11,This is a very cool program,5,Cool
2026-05-11,𝕀 𝕕𝕠𝕟'𝕥 𝕝𝕚𝕜𝕖 𝕙𝕠𝕨 𝕥𝕙𝕖𝕣𝕖 𝕒𝕟𝕕 𝕒𝕟𝕕 𝕥𝕙𝕖𝕪 𝕚𝕟𝕥𝕖𝕣𝕣𝕦𝕡𝕥 𝕥𝕙𝕖 𝕞𝕦𝕤𝕚𝕔,3,𝕎𝕙𝕪 𝕀 𝕔𝕙𝕠𝕤𝕖𝕕 𝕥𝕙𝕚𝕤 𝕣𝕒𝕥𝕚𝕟𝕘
2026-05-11,5 starrrr,5,It’s good nice
2026-05-11,It’s amazing no ads and stuff,5,Music
2026-05-11,Very great music app. The best out there. However consider letting non-premium members play in loop,5,Great
2026-05-11,Love that I can set a timer to relaxing music as I sleep👍💤🎶,5,Helps me relax
2026-05-11,"You used to be able to scroll by year/month quickly for your liked songs, you can’t do that anymore. It also loads differently, if you scroll down past the recently added 100ish it just skips and goes to your first ever added song and you have to scroll back up. I used to like to scroll back through time and see what I was doing and listening to, eras of my life. So disappointing please change it back!",1,Changed scroll for liked songs
2026-05-11,"Spotify has genuinely become one of the most important parts of my everyday life. Music isn’t just background noise to me — it’s therapy, healing, motivation, comfort, memories, and sometimes the only thing that understands emotions words can’t explain. Through every heartbreak, celebration, long drive, workout, work shift, sleepless night, and life-changing moment, Spotify has been there with the perfect song at the perfect time.

What I love most about Spotify is how personal it feels. The playlists, recommendations, daylists, and discover features somehow always know exactly what my soul needs to hear. One moment I’m dancing and feeling unstoppable, the next I’m crying to lyrics that feel like they were written directly from my heart. Music has the power to save people, and Spotify gives millions of people access to that feeling every single day.

The app itself is smooth, organized, and easy to use, but beyond the technology, it creates connection. Spotify helped me discover artists from all over the world, songs tied to memories I’ll never forget, and music that got me through some of the hardest periods of my life. There are songs I physically cannot listen to without remembering certain people, places, or moments — and that’s beautiful. That’s powerful.

I truly believe music is one of the keys to life. It brings people together regardless of language, culture, pain, or background. Spotify made music accessible in a way that transformed daily living for so many of us. Whether I’m driving by the ocean at night, getting ready for work at 4 AM, healing from loss, or celebrating life with friends, Spotify is always part of the experience.

Thank you for creating something that does more than stream songs. You created a platform that holds emotions, memories, healing, energy, love, and human connection. I honestly cannot imagine life without music, and I cannot imagine music without Spotify.",5,Love the vibes
2026-05-10,please lower the ads,5,ads
2026-05-10,"I don’t even hate the ads it’s whatever, barely any skips, oh well I’m fine, can’t play whatever songs I want that’s fine, I HATE the smart shuffle I just wanna listen to the music on MY playlist I turned every setting off. literally one song of my playlist and then literally 100% of the rest being randoms??? Pure ragebait",2,Hate smart shuffle
2026-05-10,"I’ve been a loyal Spotify user for many years now, but i literally cannot pay for this garbage anymore. Every update makes it worse with the AI trash(the dj, not labeling AI content, the CEOs investments) and a declining algorithm. Plus the ICE and Israeli prison ads! No thanks! Besides, the cost is just getting ridiculous at this point. 20 bucks a month for two people is INSANE. Removing feature after feature that made the app great and users enjoyed gets pretty grating. After this payment cycle I’m switching over to YouTube music, where I can pay the same price for 5 people and spilt the payment between us. Not to mention, there’s wayyyy more music there because they actually pay the artists decent royalties!",1,Updates… yeeesh.
2026-05-10,Annoying,1,Lyrics translation doesn’t work
2026-05-10,I love this app so much it helps me get through the days and when I’m bored I just listen to music ✌️,5,Spotify
2026-05-10,Client needs to be in ai first world. You know what i like still getting basic is pain,1,Bring it to ai first world
2026-05-10,Greedy ahh app doesn’t let you pick your own song too many times until tomorrow,1,.
2026-05-10,"This is a scam. You have to pay way too much for premium, and the ads are infuriating. The biggest problem, though, is the lagging. I just wasted 30+ minutes trying to play one song, but it glitched and lagged the whole entire song. I am a producer, and I need this app to make content, but all I’ve gotten out of this app so far is absolute freaking anger and wasted time that I could have used to delete this stupid app.

I have premium, and it is still SO LAGGY.",1,DO NOT USE THIS APP. THE LAGGING IS NOT WORTH IT. IT’S A SCAM
2026-05-10,"Love Spotify for the music. Was paying for the Spotify duo for my daughter and I, no problem, decided I wanted to try audiobooks, even though I’m a premium member you have to pay to use that service, so I said why not?! Added the audiobooks for an extra $12 a month, but guess what? You only get 15 hours of audiobooks, but don’t worry, you can pay more to get more time…. With the recent price change it went up to a total of $33 a month. That’s more than a tv/video streaming service. Honestly, made me want to cancel my plan all together but I hate Apple Music and pandora so I just got rid of audiobooks. All around annoyed at paying premium prices for mediocre benefits.",2,Price for what you get is OUTRAGEOUS
2026-05-10,Si no tuviera anuncios fuera mejor,5,Jasa
2026-05-10,I have the family plan and it works great for my family and has great music on it,5,Love it!
2026-05-10,"It’s good. It’s nice, but Ads are annoying for some reason you can’t play your songs in order without premium which is stupid and you need premium for everything basically what to skip a song ad want to listen to your songs in order Try premium for free for one month then starting at certain date you have to pay 12.00$ + tax but it’s fine over all.",4,It’s good but
2026-05-10,hands down best music app,5,best app for music
2026-05-10,Expensive,3,Mid
2026-05-10,"Most amazing church in the land. Hof has changed my life forever for the better. Daniel’s staple of, “watch it like a movie”, really pulls your mind and heart into each message like you’re in the moment of the passage he is teaching out of. The warmth and love felt from this place is amazing in person as well!",5,DT: lives what he speaks
2026-05-10,Great music,5,Great
2026-05-10,5,5,Very good
